band_name,fans,formed,origin,split,style
Thundra,7,1998,Norway,1998,Viking black
Thy Worshiper,7,1993,Poland,,"Pagan folk,Black"
Tublatanka,7,1982,Slovak Republic,1982,"Melodic heavy,Hard rock"
Tysondog,7,1983,United Kingdom,,"New wave of british heavy,Heavy"
Unfathomable Ruination,7,2010,United Kingdom,2010,Brutal death
Urt,7,2004,Estonia,,Pagan black
Usnea,7,2011,USA,2011,Blackened doom
Valkiria,7,1996,Italy,,"Gothic,Black"
Vaura,7,2012,USA,2012,Progressive
Vemod,7,2000,Norway,,Black
Venomous Concept,7,2004,USA,2004,"Grindcore,Hardcore,Punk"
Verwüstung,7,2010,USA,,"Ambient black,Shoegaze,Drone doom,Post-,Rock"
Vicious Art,7,2002,Sweden,2002,"Death,Thrash"
Wallachia,7,1992,Norway,,Symphonic black
War From A Harlots Mouth,7,2005,Germany,2005,"Math,Metalcore"
Warrior,7,1983,USA,,"Heavy,Power"
Wiegedood,7,2014,Belgium,2014,Black
Winter's Verge,7,2004,Cyprus,,Power
Wolfpakk,7,2010,Germany,2010,Heavy
Wraith Of The Ropes,7,2001,USA,,Funeral doom
2 Times Terror,6,2006,Finland,2006,Industrial
5 Star Grave,6,2005,Italy,,Melodic death
Abysmal Grief,6,1995,Italy,1995,Gothic doom
Adversarial,6,2007,Canada,,Blackened death
Age Of Artemis,6,2006,Brazil,2006,Melodic power
Airborn,6,1995,Italy,,Power
Airged L'amh,6,1987,Greece,1987,"Heavy,Power,Folk"
Aletheian,6,2003,USA,,Melodic death
Alkemyst,6,1998,France,1998,Progressive power
Allfader,6,2001,Norway,,"Black,Death"
Altar (ROM),6,1991,Romania,1991,Thrash
Amestigon,6,1993,Austria,,Black
Amulance,6,1984,USA,1984,"Power,Speed"
Angel Blake,6,2004,Sweden,,Heavy
Antropofagus,6,1998,Italy,1998,Brutal death
Aoria,6,2007,Sweden,,"Progressive,Post-rock"
Arkham Witch,6,2008,United Kingdom,2008,Doom
Artefact,6,2000,France,,Melodic black
Asenblut,6,2006,Germany,2006,Pagan black
Aska,6,1990,USA,,"Heavy,Us power"
Aspherium,6,2007,Norway,2007,Melodic death
Balrog,6,1999,France,,Black
Bastard Priest,6,2002,Sweden,2002,Death
Behind The Scenery,6,1996,Germany,,"Gothenburg,Progressive"
Benighted In Sodom,6,2004,USA,2004,Atmospheric black
Bergraven,6,2002,Sweden,,Black
Bible Of The Devil,6,1999,USA,1999,Stoner
Big End Bolt,6,2007,Russia,,Brutal death
Birth Of Depravity,6,2005,Greece,2005,Brutal death
Blöod Düster,6,1991,Australia,,Grindcore
Black Autumn,6,1995,Germany,1995,"Ambient black,Doom"
Black Bomb A,6,1995,France,,Metalcore
Black Monolith,6,2010,USA,2010,"Black,Post-metal,Crust,Punk"
Black Steel,6,2000,Australia,,"Heavy,Power"
Blackstar Halo,6,1998,Finland,1998,Melodic heavy
Bumblefoot,6,1998,USA,,Progressive hard rock
Burn The Priest,6,1994,USA,1994,Death
Buzzov?en,6,1989,USA,,Sludge
Cain's Dinasty,6,2006,Spain,2006,Power
Car Bomb,6,2000,USA,,"Math,Metalcore"
Carpathian Full Moon,6,1990,Norway,1990,"Black,Doom"
Cauldron Born,6,1994,USA,2003,Us power
Centurian,6,1997,The Netherlands,1997,Death
Cerebral Fix,6,1986,United Kingdom,,Thrash
Chapel Of Disease,6,2008,Germany,2008,Death
Clinging To The Trees Of A Forest Fire,6,2006,USA,2013,Grindcore
Cold Snap,6,2003,Croatia,2003,Nu
Coldworker,6,2006,Sweden,2013,Death
Crimson Death,6,1994,Peru,1994,Gothenburg
Crises,6,1995,Germany,,Progressive
Crocell,6,2007,Denmark,2007,Melodic death
Cruxifiction,6,2005,France,,"Melodic black,Death,Thrash"
Dämmerfarben,6,2005,Germany,2005,Atmospheric black
Dark Illusion,6,1982,Sweden,,"Hard rock,Power"
Deathember,6,2008,Sweden,2008,Groove thrash
Decayed,6,1990,Portugal,,Black
Decaying,6,2010,Finland,2010,Death
December's Cold Winter,6,2000,Costa Rica,2009,Melodic death
Degial,6,2004,Sweden,2004,Death
Detrimentum,6,1996,United Kingdom,,Death
Dimlight,6,2006,Greece,2006,Gothic
Disgorge (MEX),6,1994,Mexico,,"Brutal death,Grindcore"
Doctor Cyclops,6,2007,Italy,2007,"Doom,Psychedelic rock"
Dragobrath,6,2004,Ukraine,,Black
Dragonhammer,6,1999,Italy,1999,Power
Dysnomia,6,2007,Spain,,Melodic death
Earthship,6,2010,Germany,2010,Sludge
Eclipse Hunter,6,2004,Russia,,Progressive power
Elenium,6,1995,Finland,1995,Melodic death
Embassy Of Silence,6,2007,Finland,,"Progressive,Symphonic"
Empyrean,6,2003,Australia,2003,Symphonic death
Fórn,6,2012,USA,,"Doom,Sludge"
Fastkill,6,1996,Japan,1996,Thrash
Fimbulvet,6,2003,Germany,,Pagan folk
Firespawn,6,2015,Sweden,2015,Death
From The Vastland,6,2010,"Iran, Norway",,Black
Fuath,6,2015,United Kingdom,2015,Atmospheric black
Fuck I'm Dead,6,2000,Australia,,Grindcore
Furia,6,1997,France,1997,"Death,Heavy"
Gevolt,6,2001,Israel,,Industrial folk
Gigan,6,2006,USA,2006,"Progressive death,Technical death"
Gjallarhorn,6,2003,Italy,,Viking folk
GOD · The Barbarian Horde,6,1993,Romania,1993,"Atmospheric gothic,Pagan folk"
Gonin-ish,6,1996,Japan,,Extreme progressive
Gorath,6,1995,Belgium,1995,Black
Grey Widow,6,2013,United Kingdom,,"Doom,Blackened sludge"
Heart Attack,6,2007,France,2007,Groove thrash
Hegemon,6,1996,France,,Black
Hell Militia,6,2001,France,2001,Black
Hetroertzen,6,2001,Chile,,Black
Holocausto,6,1985,Brazil,1985,"Black,Thrash,Technical thrash"
Homo Iratus,6,1998,Greece,,Death
Hope Drone,6,2011,Australia,2011,"Atmospheric black,Post-metal"
Horse Latitudes,6,2009,Finland,,"Doom,Sludge"
Icarus Witch,6,2004,USA,2004,Heavy
Icycore,6,1998,Italy,,Progressive
Immersed,6,2008,Canada,2008,Death
In Each Hand A Cutlass,6,2011,Singapore,,"Post-metal,Progressive"
Insidious Disease,6,2004,Norway,2004,Death
Interitus Dei,6,1994,Romania,,Gothic
Isacaarum,6,1994,Czech Republic,1994,"Death,Grindcore"
Jack Starr's Burning Starr,6,1984,USA,,"Heavy,Us power"
Jaguar,6,1979,United Kingdom,1979,"Heavy,New wave of british heavy"
JesusMartyr,6,1994,Argentina,,"Death,Thrash"
Joel Grind,6,2012,USA,2012,"Black,Speed"
Kall,6,2012,Sweden,,Depressive black
Killing Touch,6,2008,Italy,2008,Melodic power
King Goat,6,2012,United Kingdom,,Psychedelic doom
Kjeld,6,2004,The Netherlands,2004,Black
Lîvi,6,1976,Latvia,2010,"Hard rock,Heavy"
Lancer,6,2009,Sweden,2009,"Speed,Power"
Lilitu,6,1999,USA,,"Death,Gothic"
Lost Inside,6,2009,USA,2009,"Depressive black,Atmospheric black"
Magenta Harvest,6,2005,Finland,,Melodic death
Medicated,6,2005,Finland,2005,Melodic death
Men Eater,6,2004,Portugal,,"Stoner,Sludge"
Mesmerize,6,1988,Italy,1988,Heavy
Mistress,6,1999,United Kingdom,2008,"Death,Grindcore,Sludge"
Morne,6,2005,USA,2005,"Post-metal,Sludge"
Morphinist,6,2013,Germany,,"Atmospheric black,Post-metal"
Mors Subita,6,1999,Finland,1999,"Melodic death,Thrash"
Mourning Caress,6,1998,Germany,2015,Depressive heavy
Mourning Dawn,6,2002,France,2002,Depressive black
Myrkvar,6,2003,The Netherlands,,"Black,Folk"
Nàttsòl,6,2006,Norway,2006,"Black,Folk"
Netra,6,2003,France,,"Black,Trip-,Hop,Ambient"
NightCreepers,6,2003,France,2003,"Folk,Pagan black"
Njiqahdda,6,2005,USA,,"Atmospheric black,Psychedelic rock"
Non Opus Dei,6,1997,Poland,1997,Black
Oblivion,6,2008,USA,,Technical death
Occultation,6,2010,USA,2010,Doom
Old Corpse Road,6,2008,United Kingdom,,"Black,Folk"
Onward,6,1999,USA,1999,Us power
Order Of Orias,6,2004,Australia,,Black
Ossastorium,6,2001,Lithuania,2001,Technical death
Oz,6,1977,"Finland, Sweden",,Heavy
Project Silence,6,2008,Finland,2008,Industrial
Sad,6,2005,Greece,,Black
Sammath Naur,6,1999,Poland,1999,"Avantgarde black,Death"
Satanic Slaughter,6,1985,Sweden,,"Black,Death,Thrash"
Saviours,6,2004,USA,2004,Stoner
Scamp,6,2003,Denmark,,Thrash
Scelerata,6,2002,Brazil,2002,Power
Seven Sisters Of Sleep,6,2009,USA,,"Sludge,Hardcore"
Shadowgarden,6,1996,Sweden,1996,"Gothic,Gothic rock"
Silent Opera,6,2007,France,,Symphonic gothic
Sithu Aye,6,2011,United Kingdom,2011,Progressiveinstrumental
Skeletal Spectre,6,2008,Sweden,2014,"Death,Doom"
Skyward,6,2000,Finland,2000,Symphonic power
Smothered,6,2010,Sweden,,Death
Sonne Adam,6,2007,Israel,2007,Death
Sorrows Path,6,1993,Greece,,"Power,Doom"
Soul Stealer,6,2003,Lithuania,2003,"Heavy,Power"
StarGazer,6,1995,Australia,,"Avantgarde black,Death"
Stench,6,2007,Sweden,2007,Death
Steve Grimmett's Grim Reaper,6,2006,United Kingdom,,Heavy
Supreme Pain,6,2006,The Netherlands,2006,Death
Svarti Loghin,6,2005,Sweden,,"Black,Neofolk"
Take Over And Destroy,6,2008,USA,2008,Blackened sludge
The Antichrist Imperium,6,2010,United Kingdom,,"Black,Death"
The Disciples Of Zoldon,6,2005,New Zealand,2005,"Death,Doom"
The Equinox Ov The Gods,6,1990,Sweden,,"Doom,Gothic"
The Funeral Orchestra,6,2002,Sweden,2002,Funeral doom
The Lamp Of Thoth,6,2006,United Kingdom,,Doom
The Levitation Hex,6,2010,Australia,2010,Extreme progressive
The Rain I Bleed,6,2008,Greece,,Progressive symphonic
Throane,6,2016,France,2016,Industrial black
Thy?,6,2002,USA,2012,"Progressive,Metalcore"
Trist (CZE),6,2003,Czech Republic,2003,Depressive black
Triumph,6,1975,Canada,,"Hard rock,Progressive rock"
Troldhaugen,6,2008,Australia,2008,Experimental folk
Twins Crew,6,2007,Sweden,,"Heavy,Power"
Twinspirits,6,2002,Italy,2002,Progressive
Uncanny,6,1989,Sweden,,Death
Utstøtt,6,2013,USA,2013,Atmospheric black
Vanhelga,6,2001,Sweden,,Black
Vanitas,6,1996,Austria,1996,Gothic
Vesperia,6,2005,Canada,,"Black,Symphonic folk,Celtic death"
Vexillum,6,2004,Italy,2004,"Melodic power,Folk"
Vulvodynia,6,2014,South Africa,,"Brutal death,Deathcore"
We Are The Catalyst,6,2012,Sweden,2012,Alternative
Where Angels Fall,6,2003,Norway,,Gothic
WHOURKR,6,2005,France,2005,"Experimental death,Cybergrind"
Winterdome,6,1996,Germany,,Folk
Wishdoom,6,2007,Greece,2007,"Heavy,Doom"
Witchsorrow,6,2005,United Kingdom,,Doom
Yorblind,6,2002,France,2002,Gothenburg
Yyl,6,2014,France,,"Industrial,Post-metal,Progressive"
11 As In Adversaries,5,2010,France,2010,Extreme avantgarde
A Loathing Requiem,5,2007,USA,,Technical death
A Night In Texas,5,2010,Australia,2010,Technical deathcore
Abhorrence,5,1989,Finland,,Death
Abstrakt Algebra,5,1995,Sweden,1995,"Doom,Heavy"
Adamantine,5,2006,Portugal,,Melodic thrash
Altar Of Betelgeuze,5,2010,Finland,2010,"Death doom,Stoner"
Ancient Ceremony,5,1989,Germany,2005,Melodic black
Anguish,5,2007,Sweden,2007,Doom
Apati,5,2008,Sweden,2011,Depressive black
Apotheosis,5,1993,Malta,1993,"Symphonic black,Thrash"
Arachnes,5,1995,Italy,,Power
Asgaroth,5,1995,Spain,1995,"Melodic black,Doom"
Astral Domine,5,2011,Italy,,Symphonic power
At War,5,1983,USA,1983,"Speed,Thrash"
Auroch,5,2006,Canada,,"Thrash,Blackened death"
Author & Punisher,5,2004,USA,2004,"Industrial doom,Drone"
Autokrator,5,2014,France,,"Industrial death,Drone"
Autolatry,5,2009,USA,2009,"Melodic black,Progressive black"
Avsky,5,2002,Sweden,,Black
Balance Of Power,5,1995,United Kingdom,1995,Progressive
Beautality,5,2009,United Kingdom,,"Atmospheric black,Progressive black"
Black Oath,5,2006,Italy,2006,Doom
Blacklodge,5,1998,France,,Industrial black
Blasphemophagher,5,2002,Italy,2002,"Black,Death"
Blood Farmers,5,1989,USA,,Doom
Bloodway,5,2013,Romania,2013,Progressive black
Bombs Of Hades,5,2002,Sweden,,Death
Chain Collector,5,2003,Norway,2003,Melodic death
Chainsaw,5,1997,Poland,,"Heavy,Power"
Changer,5,1999,Iceland,1999,"Thrash,Death"
Chrch,5,2015,USA,,"Doom,Sludge"
Cold Cell,5,2012,Switzerland,2012,Black
Continuo Renacer,5,1994,Spain,,"Technical death,Progressive,Instrumental"
Corelia,5,2010,USA,2010,Progressive
Corpus Mortale,5,1993,Denmark,,Brutal death
Cretin,5,1992,USA,1992,"Death,Grindcore"
Crown Of Autumn,5,1996,Italy,,Gothic
Cult Of Daath,5,1999,USA,1999,Black
Cut Up,5,2014,Sweden,,Death
Détente,5,1984,USA,1984,"Speed,Thrash"
D.C. Cooper,5,1998,USA,,Progressive
Dark Sermon,5,2009,USA,2009,"Death,Deathcore"
Dark Tribe,5,1997,Germany,2015,Black
Darkmoon,5,1997,Switzerland,1997,"Extreme gothic,Melodic death,Black,Thrash"
Dauntless,5,1991,Finland,,"Thrash,Death"
Dead Summer Society,5,2010,Italy,2010,Gothic doom
Decrepitaph,5,2005,USA,,Death
Deep-Pression,5,2006,Poland,2006,"Black,Doom"
Deluge,5,2013,France,,"Black,Post-metal,Hardcore"
Denouncement Pyre,5,2003,Australia,2003,"Black,Death"
Derelict Earth,5,2009,France,,Extreme progressive
Devious,5,1998,The Netherlands,1998,Death
Die Like Gentlemen,5,2012,USA,,Progressive sludge
Distress,5,1996,France,1996,"Death doom,Gothic doom,Progressive doom"
Divercia,5,1998,Finland,,Suomi
Drawn And Quartered,5,1993,USA,1993,Death
Drottnar,5,1996,Norway,,"Death,Black,Technical black"
Dystera,5,2006,Switzerland,2006,Symphonic power
Dystopia,5,2003,Hungary,,Progressive heavy
Dystopia Nå!,5,2010,Norway,2010,Depressive black
Eccentric Pendulum,5,2008,India,,Progressive
Eciton,5,2000,Denmark,2000,Death
Ego Depths,5,2007,"Ukraine, Canada",,Funeral doom
Elite,5,2001,Norway,2001,Black
Elvenpath,5,2001,Germany,,Power
Elyose,5,2009,France,2009,"Industrial,Gothic"
Empty Tremor,5,1993,Italy,,Progressive
Enabler,5,2010,USA,2010,"Hardcore,Metalcore,Punk"
Encoffination,5,2008,USA,,Death doom
End Of Aeon,5,2011,Finland,2011,"Death doom,Melodic death"
Episode 13,5,2001,Turkey,,Black
Epoch Of Unlight,5,1990,USA,1990,"Black,Death"
Esoterica,5,2011,USA,2016,Black
Estertor,5,1996,Bolivia,1996,"Melodic death,Doom"
Eternal Elysium,5,1991,Japan,,"Psychedelic doom,Stoner"
Eternity's End,5,2014,Germany,2014,"Progressive,Power"
Euphoric Defilement,5,2009,USA,,Brutal death
Exiled From Light,5,2007,New Zealand,2007,Depressive black
Fifth To Infinity,5,1997,Sweden,,"Black,Death"
For Selena And Sin,5,2004,Finland,2004,"Gothic,Suomi"
Force Of Evil,5,2002,Denmark,,Heavy
Genius: A Rock Opera,5,2002,Italy,2002,Symphonic power
Goat The Head,5,2002,Norway,,Death
Godiva,5,2001,Switzerland,2001,Heavy
Grá,5,2010,Sweden,,Black
Grey Skies Fallen,5,1997,USA,1997,"Melodic death,Progressive"
Hades,5,1992,Norway,1998,Black
Hadriel,5,2007,Sweden,2007,Progressive doom
Haiduk,5,2009,Canada,,"Melodic death,Thrash,Brutal death"
Hail!Hornet,5,2006,USA,2006,Sludge
Hate Meditation,5,2003,USA,,Black
Hatred,5,1998,Germany,1998,Thrash
Heavy Lord,5,2002,The Netherlands,,"Doom,Sludge"
Herder,5,2010,The Netherlands,2010,"Sludge,Stoner"
Hideous Divinity,5,2007,Italy,,"Brutal death,Technical death"
Iconocaust,5,2005,USA,2005,"Death,Thrash"
Ilium,5,1998,Australia,,Power
Illuminati,5,2008,Romania,2008,"Progressive thrash,Technical death"
InAeona,5,2009,USA,,Progressive
Inhume,5,1994,The Netherlands,1994,"Brutal death,Grindcore"
Just Before Dawn,5,2012,Sweden,,Death
Kalidia,5,2010,Italy,2010,Symphonic power
Kataplexia,5,2002,Finland,,Brutal death
Kick Axe,5,1976,Canada,1976,"Glam,Heavy"
Krv,5,2003,Bosnia and Herzegovina,2010,Black
Lantern,5,2007,Finland,2007,Death
Lecherous Nocturne,5,1997,USA,,"Brutal death,Technical death"
Lethal,5,1982,USA,1982,Us power
Lords Of The Trident,5,2008,USA,,Heavy
Louna,5,2008,Russia,2008,"Nu,Alternative rock"
Maim,5,2006,Sweden,,Death
Manic Movement,5,1993,Belgium,1993,"Death,Symphonic"
Manii,5,2011,Norway,,Depressive black
Marshall Law,5,1988,United Kingdom,1988,"Heavy,Power"
Mendel,5,2011,The Netherlands,,"Progressive,Instrumental"
Mephorash,5,2010,Sweden,2010,Black
Metallic Taste Of Blood,5,2011,,,"Progressive,Instrumental"
Moonreich,5,2008,France,2008,Black
More,5,1979,United Kingdom,2000,"New wave of british heavy,Heavy"
Mutilation Rites,5,2009,USA,2009,Black
My Enchantment,5,2000,Portugal,,Black
Myraeth,5,2009,Australia,2009,"Death doom,Gothic"
Névoa,5,2014,Portugal,,Atmospheric black
Nitro,5,1987,USA,1987,"Heavy,Glam"
Noein,5,2007,France,,Industrial death
Nontinuum,5,2010,Australia,2010,"Atmospheric black,Depressive black"
Noothgrush,5,1994,USA,,"Doom,Sludge"
Noturna,5,2002,Brazil,2002,"Gothic,Progressive"
Noveria,5,2014,Italy,,Power
Nox,5,2003,The Netherlands,2003,Death
Obsidian Tongue,5,2009,USA,,Atmospheric black
Odraza,5,2009,Poland,2009,Black
One Machine,5,2008,USA,,Progressive thrash
Opus Doria,5,2009,France,2009,Symphonic power
Overlorde,5,1985,USA,,Us power
Parasitic Extirpation,5,2007,USA,2007,"Brutal death,Technical death"
Pariah,5,1988,United Kingdom,1998,"Power,Thrash"
Pestilential Shadows,5,2003,Australia,2003,Black
Phoenix Rising,5,2007,Spain,,Symphonic power
Pictures Of Pain,5,2004,Norway,2004,Extreme progressive
Profundi,5,2006,Sweden,,Black
Pulse Of Nebulae,5,2013,Latvia,2013,Progressive death
Radigost,5,1994,Russia,,"Doom,Black"
Raging Speedhorn,5,1998,United Kingdom,1998,Nu
Raise Hell,5,1996,Sweden,,"Black,Thrash"
Reciprocal,5,2007,USA,2007,"Technical death,Brutal death"
Resistance,5,1987,USA,,"Thrash,Progressive,Heavy,Us power"
Reverence (USA),5,2010,USA,2010,Progressive power
Rising,5,2008,Denmark,,Sludge
Rising Dream,5,2004,Croatia,2004,"Heavy,Extreme power,Power"
Ruthless,5,1982,USA,,"Heavy,Us power"
Sammath,5,1994,The Netherlands,1994,Black
Scythian,5,2004,United Kingdom,,"Blackened death,Thrash"
Senmuth,5,2004,Russia,2004,"Ambient ,Doom,Electronica,Experimental ,Industrial"
Serpentine Path,5,2011,USA,,"Death,Doom"
Six Degrees Of Separation,5,1996,Czech Republic,1996,Doom
Skogmark,5,2012,Russia,,Atmospheric black
Skumring,5,2004,Norway,2004,Doom
Slivers Of Silence,5,2008,Finland,,Melodic death
Solbrud,5,2009,Denmark,2009,Atmospheric black
Somnus Aeternus,5,2007,Czech Republic,,"Death doom,Gothic"
Soulmass,5,2013,USA,2013,Death
Spelljammer,5,2007,Sweden,,"Stoner,Doom"
Spoil Engine,5,2004,Belgium,2004,"Melodic death,Metalcore"
Stillborn,5,2000,Malta,,Symphonic
Svartahrid,5,1994,Norway,1994,Black
Sweet Savage,5,1979,United Kingdom,,"New wave of british heavy,Heavy"
Sweet Sorrow,5,1996,Slovenia,1996,"Heavy,Melodic death"
Syrach,5,1993,Norway,,Doom
Taatsi,5,2013,Finland,2013,Atmospheric black
Tacit Fury,5,2001,Russia,,"Symphonic death,Doom,Death"
Talamyus,5,2002,Canada,2002,"Melodic death,Thrash"
Terzij De Horde,5,2010,The Netherlands,,"Black,Post-metal"
The Almighty,5,1988,United Kingdom,1988,Hard rock
The Crevices Below,5,2011,Australia,2013,Black
The Defaced,5,1995,Sweden,1995,"Melodic death,Thrash"
The Grotesquery,5,2009,Sweden,,Death
The Lion's Daughter,5,2007,USA,2007,"Blackened sludge,Hardcore"
The Lord Weird Slough Feg,5,1990,USA,2005,Heavy
The Lucifer Principle,5,2004,The Netherlands,2004,Death
The Mist And The Morning Dew,5,2000,Finland,2005,"Gothic doom,Folk"
The Order Of Apollyon,5,2008,United Kingdom,2008,"Black,Death"
The Union Underground,5,1996,USA,2002,"Nu,Industrial"
The Wolves Of Avalon,5,2011,United Kingdom,2011,"Pagan black,Celtic folk"
Tort,5,2009,Spain,,Sludge
Totenmond,5,1984,Germany,1984,"Punk rock,Death doom"
Tulus,5,1993,Norway,,Black
Turbid North,5,2001,USA,2001,"Death,Groove thrash,Sludge,Stoner"
Unseelie,5,2010,France,,Gothic
Vampire,5,2011,Sweden,2011,"Death,Blackened thrash"
Vanadium,5,1980,Italy,1996,Heavy
Vasaeleth,5,2008,USA,2008,Death
Velnezers,5,2013,Latvia,,Black
Velnias,5,2006,USA,2006,"Blackened doom,Folk"
Vhernen,5,2006,Faroe Islands,,"Black,Doom"
Vrani Volosa,5,2003,Bulgaria,2003,Pagan black
Wall Of Sleep,5,2001,Hungary,,"Doom,Stoner"
Wedding In Hades,5,2006,France,2006,"Death,Gothic doom"
Wederganger,5,2013,The Netherlands,,Black
Well Of Souls,5,1997,USA,1997,Doom
Who Dies In Siberian Slush,5,2003,Russia,,"Death,Funeral doom"
Whorecore,5,2003,Israel,2003,Deathgrind
Wide Eyes,5,2009,USA,,"Progressive,Djent,Instrumental"
Widowmaker,5,1992,USA,1992,Heavy
Wino,5,2008,USA,,"Doom,Stoner"
Witchking,5,2003,Poland,2003,Heavy
Wolves Den,5,2014,Germany,,Black
Woman Is The Earth,5,2007,USA,2007,Atmospheric black
Yayla,5,2007,Turkey,,Ambient black
Year Of Desolation,5,2001,USA,2001,Thrash
Your Shapeless Beauty,5,1994,France,,"Melodic death,Doom"
Zatokrev,5,2002,Switzerland,2002,"Doom,Sludge"
69 Chambers,4,2001,Switzerland,,"Heavy,Alternative"
A Diadem Of Dead Stars,4,2014,Greece,2014,Atmospheric blackinstrumental
Abnormal Thought Patterns,4,2008,USA,,"Technical progressive,Instrumental,Shred"
Absurdist,4,2011,USA,2011,Blackened grindcore
Ad Nauseam,4,2011,Italy,,Technical death
Aeon Winds,4,2007,Slovak Republic,2007,"Atmospheric black,Ambient"
Aethernaeum,4,2012,Germany,,"Black,Folk"
AfterBlood,4,2011,Greece,2011,"Death,Thrash"
Ahumado Granujo,4,1999,Czech Republic,2005,Grindcore
Aisling,4,1998,Italy,1998,"Melodic black,Pagan black"
Alas,4,1995,USA,,"Progressive,Symphonic"
Algaion,4,1993,Sweden,1993,Atmospheric black
Ambush,4,2013,Sweden,,Heavy
Amendfoil,4,2007,Finland,2007,"Alternative,Progressive"
Anthemon,4,1997,France,2007,"Atmospheric doom,Symphonic doom,Atmospheric progressive"
Antichrisis,4,1995,Germany,1995,"Gothic,Folk"
Apophis,4,1989,Germany,2009,"Thrash,Death"
Apostate,4,1993,Ukraine,1993,Death doom
Armenia,4,2012,Canada,,"Symphonic,Gothic"
Assaulter,4,2005,Australia,2005,"Black,Thrash"
Audiovision,4,2003,Sweden,,"Heavy,Power"
Auriga,4,2009,Lebanon,2009,Ambient black
Avenger,4,1982,United Kingdom,,"New wave of british heavy,Heavy"
Averse Sefira,4,1996,USA,1996,Black
Begrime Exemious,4,2005,Canada,,Blackened death
Bestia Arcana,4,2008,USA,2008,Black
Black Like Vengeance,4,2005,Australia,,Melodic death
Black Shape Of Nexus,4,2005,Germany,2005,"Drone doom,Sludge"
Black Sheep Wall,4,2006,USA,,"Post-metal,Sludge,Hardcore"
Bloodtruth,4,2009,Italy,2009,"Brutal death,Technical death"
Bones,4,2009,USA,,Death
Cønstantine,4,2006,Finland,2006,Progressive
